,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
epsilon[0],2.625,0.555,1.613,3.672,0.016,0.012,1115.0,1833.0,1.0
epsilon[1],2.142,0.458,1.323,2.991,0.014,0.01,1085.0,1935.0,1.0
epsilon[2],1.195,0.249,0.755,1.662,0.008,0.005,1034.0,1695.0,1.0
epsilon[3],1.454,0.305,0.881,2.008,0.009,0.007,1033.0,1700.0,1.0
epsilon[4],3.88,0.808,2.37,5.36,0.023,0.017,1147.0,1851.0,1.0
epsilon[5],1.731,0.366,1.067,2.402,0.011,0.008,1093.0,1761.0,1.0
epsilon[6],2.51,0.53,1.544,3.494,0.016,0.011,1103.0,1917.0,1.0
epsilon[7],3.065,0.65,1.908,4.321,0.019,0.014,1103.0,2087.0,1.0
epsilon[8],1.61,0.336,0.984,2.214,0.01,0.007,1056.0,1873.0,1.0
epsilon[9],1.805,0.376,1.121,2.511,0.011,0.008,1058.0,1811.0,1.0
epsilon[10],3.185,0.759,1.818,4.6,0.02,0.014,1317.0,2262.0,1.0
epsilon[11],2.384,0.499,1.483,3.32,0.015,0.01,1096.0,2045.0,1.0
epsilon[12],2.841,0.606,1.775,4.012,0.018,0.013,1115.0,1875.0,1.0
epsilon[13],5.449,1.134,3.436,7.667,0.032,0.022,1262.0,2533.0,1.0
epsilon[14],2.561,0.551,1.536,3.562,0.016,0.011,1142.0,2148.0,1.0
epsilon[15],1.8,0.378,1.144,2.529,0.011,0.008,1090.0,1972.0,1.0
epsilon_k[0],2.392,1.771,0.001,5.531,0.016,0.012,7569.0,3611.0,1.0
epsilon_k[1],2.419,1.823,0.002,5.625,0.016,0.012,8150.0,4075.0,1.0
epsilon_k[2],2.373,1.797,0.002,5.654,0.017,0.012,7254.0,4120.0,1.0
epsilon_k[3],2.35,1.817,0.0,5.637,0.018,0.012,6679.0,3433.0,1.0
epsilon_k[4],2.398,1.783,0.003,5.583,0.017,0.012,6560.0,3145.0,1.0
epsilon_k[5],2.39,1.811,0.0,5.604,0.017,0.012,8154.0,4316.0,1.0
epsilon_k[6],2.384,1.83,0.001,5.711,0.018,0.013,6970.0,3893.0,1.0
epsilon_k[7],2.404,1.778,0.0,5.582,0.017,0.012,6633.0,3313.0,1.0
epsilon_k[8],2.377,1.794,0.001,5.568,0.017,0.012,7772.0,4811.0,1.0
epsilon_k[9],2.396,1.776,0.001,5.603,0.018,0.012,7517.0,4179.0,1.0
epsilon_k[10],2.409,1.846,0.001,5.725,0.017,0.012,7045.0,3921.0,1.0
epsilon_k[11],2.396,1.786,0.001,5.563,0.018,0.013,6661.0,3725.0,1.0
epsilon_k[12],2.395,1.788,0.003,5.635,0.017,0.012,8151.0,4948.0,1.0
epsilon_k[13],2.393,1.799,0.002,5.626,0.016,0.011,8049.0,3823.0,1.0
epsilon_k[14],2.374,1.782,0.001,5.563,0.017,0.012,7432.0,3834.0,1.0
epsilon_k[15],2.365,1.832,0.0,5.64,0.017,0.012,6500.0,3474.0,1.0
mu_p[0],-0.049,0.028,-0.1,0.005,0.0,0.0,15941.0,6073.0,1.0
mu_p[1],-0.282,0.039,-0.358,-0.213,0.0,0.0,14545.0,4814.0,1.0
mu_p[2],-0.081,0.016,-0.113,-0.052,0.0,0.0,15579.0,5526.0,1.0
mu_p[3],0.075,0.018,0.042,0.109,0.0,0.0,14400.0,6056.0,1.0
mu_p[4],0.097,0.032,0.033,0.153,0.0,0.0,12931.0,6541.0,1.0
mu_p[5],0.016,0.021,-0.024,0.056,0.0,0.0,16075.0,5669.0,1.0
mu_p[6],0.098,0.025,0.052,0.146,0.0,0.0,12244.0,5975.0,1.0
mu_p[7],-0.105,0.035,-0.17,-0.038,0.0,0.0,14793.0,6266.0,1.0
mu_p[8],0.016,0.017,-0.016,0.047,0.0,0.0,18068.0,5712.0,1.0
mu_p[9],-0.091,0.02,-0.128,-0.053,0.0,0.0,17533.0,5678.0,1.0
mu_p[10],0.123,0.08,-0.028,0.274,0.001,0.001,11118.0,5044.0,1.0
mu_p[11],0.078,0.021,0.04,0.119,0.0,0.0,16313.0,5244.0,1.0
mu_p[12],-0.15,0.032,-0.211,-0.093,0.0,0.0,15804.0,5535.0,1.0
mu_p[13],-0.307,0.085,-0.462,-0.151,0.001,0.001,11043.0,5460.0,1.0
mu_p[14],-0.355,0.064,-0.475,-0.239,0.001,0.001,11513.0,5062.0,1.0
mu_p[15],0.06,0.022,0.02,0.101,0.0,0.0,15806.0,6314.0,1.0
sig_n,0.004,0.001,0.002,0.005,0.0,0.0,1412.0,2489.0,1.0
var_p,0.045,0.009,0.03,0.063,0.0,0.0,952.0,1587.0,1.0
var_s[0],0.193,0.028,0.146,0.247,0.0,0.0,13689.0,5261.0,1.0
var_s[1],0.075,0.008,0.06,0.091,0.0,0.0,10583.0,6084.0,1.0
var_s[2],0.167,0.024,0.124,0.212,0.0,0.0,14056.0,5315.0,1.0
var_s[3],0.144,0.019,0.113,0.181,0.0,0.0,12856.0,5197.0,1.0
var_s[4],0.461,0.095,0.308,0.635,0.001,0.001,11683.0,5728.0,1.0
var_s[5],0.147,0.019,0.113,0.181,0.0,0.0,11812.0,5917.0,1.0
var_s[6],0.248,0.039,0.179,0.323,0.0,0.0,9493.0,5662.0,1.0
var_s[7],0.129,0.016,0.101,0.158,0.0,0.0,14162.0,5663.0,1.0
var_s[8],0.898,0.371,0.385,1.58,0.004,0.003,14222.0,5795.0,1.0
var_s[9],0.264,0.046,0.188,0.351,0.0,0.0,13278.0,5525.0,1.0
var_s[10],0.018,0.002,0.013,0.022,0.0,0.0,10452.0,6552.0,1.0
var_s[11],0.838,0.3,0.407,1.398,0.003,0.003,12085.0,5436.0,1.0
var_s[12],0.189,0.026,0.143,0.239,0.0,0.0,13691.0,6019.0,1.0
var_s[13],0.073,0.009,0.058,0.089,0.0,0.0,13538.0,6288.0,1.0
var_s[14],0.046,0.005,0.037,0.056,0.0,0.0,11118.0,6826.0,1.0
var_s[15],0.12,0.014,0.094,0.147,0.0,0.0,11509.0,5808.0,1.0
